Roll No.,Professional Elective 1,Professional Elective 2,Core Section
22051838,DMDW_CS-27,DOS_CS-2,CSE-07
22051839,CD_CS-2,DOS_CS-22,CSE-25
2205184,DMDW_CS-4,DOS_CS-27,CSE-33
22051840,DMDW_CS-5,DOS_CS-26,CSE-13
22051841,CI_CS-5,DOS_CS-22,CSE-25
22051842,DMDW_CS-1,DOS_CS-22,CSE-25
22051843,CD_CS-2,DOS_CS-22,CSE-25
22051844,DMDW_CS-34,DOS_CS-6,CSE-36
22051845,DMDW_CS-3,HPC_CS-16,CSE-13
22051846,DMDW_CS-11,DOS_CS-4,CSE-35
22051847,DMDW_CS-15,DOS_CS-22,CSE-35
22051848,DMDW_CS-3,HPC_CS-16,CSE-12
22051849,DMDW_CS-34,DOS_CS-6,CSE-36
2205185,DMDW_CS-4,HPC_CS-15,CSE-05
22051850,DMDW_CS-34,HPC_CS-14,CSE-36
22051851,CD_CS-1,HPC_CS-13,CSE-18
22051852,DMDW_CS-21,DOS_CS-1,CSE-01
22051853,DMDW_CS-28,DOS_CS-22,CSE-35
22051854,DMDW_CS-5,DOS_CS-2,CSE-26
22051855,DMDW_CS-34,DOS_CS-4,CSE-16
22051856,DMDW_CS-22,HPC_CS-2,CSE-25
22051857,DMDW_CS-15,DOS_CS-19,CSE-23
22051858,DMDW_CS-27,DOS_CS-2,CSE-40
22051859,DMDW_CS-8,DOS_CS-6,CSE-23
2205186,CI_CS-1,DOS_CS-15,CSE-41
22051860,DMDW_CS-1,DOS_CS-30,CSE-03
22051861,CI_CS-6,HPC_CS-12,CSE-25
22051862,DMDW_CS-6,DOS_CS-6,CSE-54
22051863,DMDW_CS-15,DOS_CS-22,CSE-23
22051864,DMDW_CS-11,HPC_CS-4,CSE-28
22051865,DMDW_CS-3,HPC_CS-16,CSE-15
22051866,DMDW_CS-6,DOS_CS-14,CSE-40
22051867,DMDW_CS-1,DOS_CS-6,CSE-29
22051868,DMDW_CS-22,DOS_CS-18,CSE-29
22051869,DMDW_CS-11,DOS_CS-8,CSE-15
22051870,DMDW_CS-35,DOS_CS-3,CSE-41
22051871,DMDW_CS-15,DOS_CS-26,CSE-29
22051872,DMDW_CS-10,DOS_CS-10,CSE-50
22051873,DMDW_CS-15,DOS_CS-32,CSE-01
22051874,DMDW_CS-33,DOS_CS-26,CSE-21
22051875,DMDW_CS-34,DOS_CS-28,CSE-53
22051876,CI_CS-9,HPC_CS-1,CSE-26
22051877,CD_CS-4,DOS_CS-31,CSE-14
22051878,CD_CS-4,DOS_CS-31,CSE-14
22051879,DMDW_CS-11,DOS_CS-8,CSE-15
2205188,CI_CS-7,HPC_CS-2,CSE-37
22051880,DMDW_CS-17,HPC_CS-2,CSE-27
22051881,DMDW_CS-15,DOS_CS-18,CSE-45
22051882,DMDW_CS-3,DOS_CS-27,CSE-07
22051883,CI_CS-8,HPC_CS-7,CSE-11
22051884,DMDW_CS-8,DOS_CS-4,CSE-55
22051885,DMDW_CS-25,DOS_CS-28,CSE-53
22051886,CI_CS-11,HPC_CS-4,CSE-39
22051887,DMDW_CS-6,DOS_CS-15,CSE-16
22051888,CI_CS-1,DOS_CS-3,CSE-53
22051889,CD_CS-2,DOS_CS-14,CSE-07
2205189,CI_CS-5,DOS_CS-13,CSE-11
22051890,DMDW_CS-12,DOS_CS-7,CSE-34
22051891,DMDW_CS-15,DOS_CS-32,CSE-45
22051892,DMDW_CS-6,DOS_CS-2,CSE-40
22051893,CI_CS-3,DOS_CS-7,CSE-08
22051894,DMDW_CS-10,HPC_CS-3,CSE-01
22051895,DMDW_CS-12,DOS_CS-9,CSE-06
22051896,CD_CS-4,DOS_CS-9,CSE-14
22051897,DMDW_CS-10,DOS_CS-31,CSE-49
22051898,CI_CS-14,HPC_CS-1,CSE-43
22051899,CI_CS-8,HPC_CS-7,CSE-11
2205190,DMDW_CS-6,HPC_CS-12,CSE-06
22051900,CI_CS-12,HPC_CS-12,CSE-20
22051901,CI_CS-1,HPC_CS-5,CSE-51
22051902,DMDW_CS-23,HPC_CS-10,CSE-43
22051903,DMDW_CS-36,HPC_CS-6,CSE-29
22051904,CD_CS-4,DOS_CS-9,CSE-07
22051905,DMDW_CS-25,DOS_CS-28,CSE-53
22051906,DMDW_CS-5,HPC_CS-4,CSE-08
22051907,DMDW_CS-15,HPC_CS-3,CSE-45
22051908,DMDW_CS-10,DOS_CS-19,CSE-04
22051909,DMDW_CS-10,HPC_CS-14,CSE-50
2205191,CI_CS-2,DOS_CS-2,CSE-26
22051910,DMDW_CS-15,DOS_CS-18,CSE-45
22051911,DMDW_CS-32,DOS_CS-31,CSE-40
22051912,DMDW_CS-37,DOS_CS-4,CSE-55
22051913,DMDW_CS-21,HPC_CS-3,CSE-30
22051914,DMDW_CS-30,HPC_CS-7,CSE-55
22051915,CI_CS-10,DOS_CS-4,CSE-38
22051916,DMDW_CS-27,DOS_CS-21,CSE-49
22051917,DMDW_CS-4,HPC_CS-3,CSE-31
22051918,DMDW_CS-21,HPC_CS-3,CSE-43
22051919,DMDW_CS-1,DOS_CS-28,CSE-33
2205192,DMDW_CS-11,DOS_CS-8,CSE-21
22051920,DMDW_CS-34,DOS_CS-13,CSE-32
22051921,CI_CS-10,HPC_CS-12,CSE-36
22051922,DMDW_CS-23,DOS_CS-2,CSE-24
22051923,DMDW_CS-18,DOS_CS-2,CSE-24
22051924,DMDW_CS-11,DOS_CS-2,CSE-43
22051925,DMDW_CS-15,HPC_CS-17,CSE-30
22051926,CI_CS-10,HPC_CS-1,CSE-02
22051927,DMDW_CS-22,DOS_CS-6,CSE-32
22051928,DMDW_CS-6,DOS_CS-9,CSE-40
22051929,CI_CS-10,HPC_CS-1,CSE-02
2205193,DMDW_CS-12,DOS_CS-4,CSE-25
22051930,DMDW_CS-23,DOS_CS-13,CSE-27
22051931,DMDW_CS-18,DOS_CS-22,CSE-39
22051932,DMDW_CS-25,HPC_CS-1,CSE-02
22051933,CD_CS-2,DOS_CS-26,CSE-34
22051934,DMDW_CS-25,DOS_CS-32,CSE-06
22051935,CD_CS-2,DOS_CS-8,CSE-16
22051936,DMDW_CS-1,DOS_CS-22,CSE-47
22051937,DMDW_CS-6,DOS_CS-22,CSE-40
22051938,CD_CS-3,DOS_CS-9,CSE-10
22051939,CD_CS-2,HPC_CS-19,CSE-51
2205194,CI_CS-11,DOS_CS-27,CSE-09
22051940,DMDW_CS-27,DOS_CS-19,CSE-19
22051941,DMDW_CS-34,DOS_CS-2,CSE-25
22051942,DMDW_CS-3,DOS_CS-4,CSE-55
22051943,DMDW_CS-6,DOS_CS-15,CSE-07
22051944,DMDW_CS-21,HPC_CS-3,CSE-43
22051945,DMDW_CS-11,DOS_CS-8,CSE-28
22051946,DMDW_CS-21,HPC_CS-3,CSE-43
22051947,DMDW_CS-8,DOS_CS-7,CSE-17
22051948,DMDW_CS-32,DOS_CS-15,CSE-08
22051949,DMDW_CS-30,DOS_CS-4,CSE-20
2205195,CI_CS-5,DOS_CS-22,CSE-39
22051950,DMDW_CS-9,DOS_CS-3,CSE-40
22051951,DMDW_CS-3,DOS_CS-9,CSE-09
22051952,DMDW_CS-34,DOS_CS-1,CSE-05
22051953,DMDW_CS-19,DOS_CS-26,CSE-55
22051954,DMDW_CS-30,HPC_CS-7,CSE-54
22051955,DMDW_CS-2,DOS_CS-18,CSE-08
22051956,DMDW_CS-25,HPC_CS-3,CSE-14
22051957,DMDW_CS-23,HPC_CS-7,CSE-31
22051958,CI_CS-3,HPC_CS-4,CSE-22
22051959,DMDW_CS-8,HPC_CS-5,CSE-36
2205196,DMDW_CS-13,DOS_CS-27,CSE-54
22051960,CI_CS-12,DOS_CS-9,CSE-53
22051961,CI_CS-14,DOS_CS-15,CSE-49
22051962,CD_CS-4,DOS_CS-31,CSE-14
22051963,CI_CS-9,DOS_CS-3,CSE-03
22051964,DMDW_CS-8,DOS_CS-6,CSE-55
22051965,CI_CS-8,DOS_CS-5,CSE-08
22051966,DMDW_CS-5,DOS_CS-8,CSE-29
22051967,DMDW_CS-6,DOS_CS-4,CSE-27
22051968,DMDW_CS-30,DOS_CS-5,CSE-08
22051969,DMDW_CS-4,DOS_CS-22,CSE-40
2205197,CI_CS-7,DOS_CS-15,CSE-23
22051970,DMDW_CS-22,DOS_CS-32,CSE-12
22051971,DMDW_CS-28,HPC_CS-2,CSE-10
22051972,CI_CS-12,HPC_CS-10,CSE-07
22051973,CD_CS-1,DOS_CS-5,CSE-53
22051974,CI_CS-12,HPC_CS-10,CSE-07
22051975,DMDW_CS-5,DOS_CS-8,CSE-04
22051976,CI_CS-9,HPC_CS-14,CSE-01
22051977,DMDW_CS-8,DOS_CS-7,CSE-55
22051978,DMDW_CS-30,DOS_CS-13,CSE-07
22051979,DMDW_CS-30,DOS_CS-32,CSE-08
2205198,CI_CS-12,DOS_CS-1,CSE-43
22051980,DMDW_CS-19,DOS_CS-31,CSE-21
22051981,DMDW_CS-34,DOS_CS-15,CSE-07
22051982,DMDW_CS-27,DOS_CS-14,CSE-07
22051983,DMDW_CS-33,HPC_CS-21,CSE-51
22051984,DMDW_CS-21,DOS_CS-10,CSE-51
22051985,DMDW_CS-11,HPC_CS-4,CSE-16
22051986,DMDW_CS-8,HPC_CS-4,CSE-16
22051987,CI_CS-4,HPC_CS-16,CSE-38
22051988,DMDW_CS-5,DOS_CS-4,CSE-13
22051989,DMDW_CS-35,HPC_CS-10,CSE-54
2205199,DMDW_CS-8,DOS_CS-4,CSE-55
22051990,CI_CS-10,HPC_CS-1,CSE-02
22051991,DMDW_CS-35,DOS_CS-5,CSE-10
22051992,CI_CS-8,HPC_CS-14,CSE-53
22051993,CI_CS-12,DOS_CS-28,CSE-53
22051994,DMDW_CS-34,DOS_CS-2,CSE-25
22051995,DMDW_CS-2,DOS_CS-18,CSE-08
22051996,DMDW_CS-22,DOS_CS-1,CSE-36
22051997,DMDW_CS-18,DOS_CS-18,CSE-54
22051998,CD_CS-3,HPC_CS-13,CSE-43
22051999,DMDW_CS-15,HPC_CS-19,CSE-03
2205200,DMDW_CS-8,DOS_CS-4,CSE-09
22052000,DMDW_CS-24,DOS_CS-4,CSE-20
22052001,DMDW_CS-8,DOS_CS-6,CSE-51
22052002,DMDW_CS-10,HPC_CS-13,CSE-28
22052003,DMDW_CS-5,DOS_CS-13,CSE-13
22052004,DMDW_CS-11,HPC_CS-4,CSE-26
22052005,DMDW_CS-2,DOS_CS-3,CSE-24
22052006,DMDW_CS-9,DOS_CS-3,CSE-36
22052007,DMDW_CS-9,HPC_CS-3,CSE-47
22052008,DMDW_CS-12,DOS_CS-14,CSE-08
22052009,DMDW_CS-15,HPC_CS-2,CSE-03
2205201,CI_CS-9,HPC_CS-12,CSE-05
22052010,CI_CS-10,HPC_CS-6,CSE-25
22052011,DMDW_CS-36,DOS_CS-15,CSE-08
22052012,CD_CS-4,DOS_CS-4,CSE-19
22052013,DMDW_CS-24,DOS_CS-15,CSE-28
22052014,DMDW_CS-27,DOS_CS-15,CSE-28
22052015,DMDW_CS-9,DOS_CS-3,CSE-36
22052017,CI_CS-9,DOS_CS-8,CSE-49
22052018,DMDW_CS-35,HPC_CS-3,CSE-26
22052019,DMDW_CS-24,DOS_CS-15,CSE-28
2205202,DMDW_CS-10,DOS_CS-2,CSE-32
22052020,DMDW_CS-5,DOS_CS-13,CSE-13
22052021,CD_CS-3,DOS_CS-4,CSE-38
22052022,CI_CS-1,HPC_CS-5,CSE-24
22052023,DMDW_CS-8,DOS_CS-9,CSE-22
22052024,CI_CS-10,HPC_CS-6,CSE-25
22052025,DMDW_CS-10,DOS_CS-8,CSE-02
22052026,DMDW_CS-19,HPC_CS-21,CSE-15
22052027,DMDW_CS-10,DOS_CS-3,CSE-42
22052028,DMDW_CS-11,DOS_CS-8,CSE-33
22052029,DMDW_CS-28,DOS_CS-3,CSE-40
2205203,DMDW_CS-18,DOS_CS-8,CSE-16
22052030,DMDW_CS-27,DOS_CS-26,CSE-48
22052031,DMDW_CS-33,HPC_CS-7,CSE-22
22052032,DMDW_CS-17,DOS_CS-15,CSE-28
22052033,DMDW_CS-19,HPC_CS-7,CSE-40
22052034,DMDW_CS-3,DOS_CS-3,CSE-25
22052035,DMDW_CS-12,HPC_CS-3,CSE-40
22052036,CI_CS-6,DOS_CS-21,CSE-48
22052037,CD_CS-1,HPC_CS-15,CSE-05
22052038,CI_CS-8,HPC_CS-10,CSE-23
22052039,CI_CS-3,HPC_CS-2,CSE-20
2205204,CI_CS-1,DOS_CS-15,CSE-41
22052040,DMDW_CS-5,DOS_CS-13,CSE-13
22052041,DMDW_CS-36,DOS_CS-21,CSE-49
22052042,DMDW_CS-5,DOS_CS-22,CSE-12
22052043,CI_CS-7,HPC_CS-6,CSE-12
22052044,CD_CS-3,HPC_CS-13,CSE-02
22052045,DMDW_CS-5,DOS_CS-4,CSE-28
22052046,CI_CS-2,HPC_CS-19,CSE-42
22052047,DMDW_CS-5,DOS_CS-4,CSE-28
22052048,DMDW_CS-17,DOS_CS-18,CSE-03
22052049,DMDW_CS-10,HPC_CS-4,CSE-02
2205205,DMDW_CS-23,DOS_CS-2,CSE-34
22052050,DMDW_CS-27,DOS_CS-2,CSE-19
22052051,CD_CS-4,DOS_CS-9,CSE-07
22052052,DMDW_CS-36,DOS_CS-21,CSE-45
22052053,DMDW_CS-18,DOS_CS-9,CSE-06
22052054,CI_CS-2,HPC_CS-6,CSE-12
22052055,CI_CS-9,DOS_CS-27,CSE-52
22052056,DMDW_CS-3,DOS_CS-13,CSE-05
22052057,DMDW_CS-36,DOS_CS-9,CSE-01
22052058,DMDW_CS-3,DOS_CS-13,CSE-08
22052059,DMDW_CS-32,DOS_CS-22,CSE-40
2205206,DMDW_CS-4,DOS_CS-9,CSE-52
22052060,CI_CS-5,HPC_CS-3,CSE-30
22052061,CI_CS-4,HPC_CS-13,CSE-54
22052062,DMDW_CS-27,HPC_CS-16,CSE-47
22052063,CI_CS-3,DOS_CS-9,CSE-08
22052064,CI_CS-7,HPC_CS-2,CSE-12
22052065,DMDW_CS-35,DOS_CS-7,CSE-19
22052067,DMDW_CS-25,DOS_CS-4,CSE-55
22052068,DMDW_CS-35,DOS_CS-7,CSE-19
22052069,DMDW_CS-25,DOS_CS-5,CSE-06
2205207,DMDW_CS-4,HPC_CS-1,CSE-49
22052071,DMDW_CS-27,HPC_CS-1,CSE-49
22052072,DMDW_CS-5,DOS_CS-8,CSE-34
22052073,DMDW_CS-5,DOS_CS-13,CSE-13
22052074,CI_CS-1,DOS_CS-24,CSE-48
22052075,DMDW_CS-12,DOS_CS-3,CSE-04
22052076,DMDW_CS-37,DOS_CS-3,CSE-30
22052077,DMDW_CS-6,DOS_CS-4,CSE-27
22052078,DMDW_CS-21,DOS_CS-10,CSE-11
22052079,DMDW_CS-35,DOS_CS-7,CSE-19
2205208,DMDW_CS-4,HPC_CS-16,CSE-52
22052080,CI_CS-6,DOS_CS-21,CSE-48
22052081,DMDW_CS-6,HPC_CS-13,CSE-40
22052082,DMDW_CS-5,DOS_CS-9,CSE-34
22052083,DMDW_CS-12,DOS_CS-3,CSE-04
22052084,CI_CS-10,DOS_CS-3,CSE-19
22052085,DMDW_CS-5,DOS_CS-24,CSE-34
22052086,DMDW_CS-24,DOS_CS-4,CSE-20
22052087,DMDW_CS-10,DOS_CS-15,CSE-06
22052088,DMDW_CS-19,DOS_CS-22,CSE-03
22052089,DMDW_CS-27,DOS_CS-2,CSE-43
2205209,DMDW_CS-2,DOS_CS-5,CSE-45
22052090,DMDW_CS-2,DOS_CS-22,CSE-33
22052091,CD_CS-4,DOS_CS-24,CSE-16
22052092,DMDW_CS-10,DOS_CS-24,CSE-15
22052093,CD_CS-4,DOS_CS-30,CSE-35
22052094,CI_CS-14,DOS_CS-7,CSE-22
22052095,DMDW_CS-34,DOS_CS-2,CSE-38
22052096,DMDW_CS-10,HPC_CS-4,CSE-26
22052097,CD_CS-4,DOS_CS-9,CSE-07
22052098,DMDW_CS-21,DOS_CS-10,CSE-18
2205210,CI_CS-12,DOS_CS-15,CSE-07
22052100,DMDW_CS-3,DOS_CS-3,CSE-25
22052101,DMDW_CS-3,DOS_CS-3,CSE-25
22052102,DMDW_CS-8,DOS_CS-6,CSE-50
22052103,DMDW_CS-8,DOS_CS-24,CSE-50
22052104,DMDW_CS-36,DOS_CS-2,CSE-31
22052105,DMDW_CS-17,DOS_CS-18,CSE-09
22052106,DMDW_CS-36,DOS_CS-2,CSE-31
22052107,DMDW_CS-28,DOS_CS-9,CSE-52
22052108,DMDW_CS-28,DOS_CS-5,CSE-27
22052109,DMDW_CS-19,DOS_CS-3,CSE-40
2205211,DMDW_CS-30,DOS_CS-5,CSE-44
22052110,DMDW_CS-34,DOS_CS-14,CSE-28
22052112,DMDW_CS-21,DOS_CS-10,CSE-22
22052113,DMDW_CS-26,DOS_CS-15,CSE-22
22052114,DMDW_CS-21,DOS_CS-10,CSE-22
22052115,DMDW_CS-5,DOS_CS-24,CSE-22
22052116,DMDW_CS-10,DOS_CS-24,CSE-02
22052117,DMDW_CS-21,DOS_CS-10,CSE-39
22052118,DMDW_CS-3,DOS_CS-14,CSE-07
22052119,DMDW_CS-9,DOS_CS-9,CSE-07
2205212,CI_CS-11,DOS_CS-4,CSE-24
22052121,CD_CS-4,DOS_CS-2,CSE-17
22052122,DMDW_CS-2,DOS_CS-22,CSE-06
22052123,CD_CS-3,HPC_CS-5,CSE-23
22052124,CD_CS-2,DOS_CS-14,CSE-07
22052125,DMDW_CS-26,DOS_CS-24,CSE-50
22052126,DMDW_CS-3,DOS_CS-19,CSE-03
22052127,DMDW_CS-11,DOS_CS-2,CSE-22
22052128,DMDW_CS-10,DOS_CS-24,CSE-02
22052129,DMDW_CS-23,DOS_CS-21,CSE-35
2205213,DMDW_CS-37,HPC_CS-1,CSE-14
22052130,DMDW_CS-9,DOS_CS-19,CSE-38
22052131,CI_CS-11,HPC_CS-10,CSE-15
22052132,CI_CS-5,DOS_CS-9,CSE-38
22052133,DMDW_CS-3,HPC_CS-14,CSE-10
22052134,CI_CS-2,HPC_CS-6,CSE-02
22052135,DMDW_CS-6,DOS_CS-7,CSE-26
22052136,DMDW_CS-34,DOS_CS-2,CSE-38
22052137,DMDW_CS-3,HPC_CS-17,CSE-48
22052138,DMDW_CS-9,HPC_CS-4,CSE-20
22052139,DMDW_CS-26,HPC_CS-13,CSE-48
2205214,DMDW_CS-35,DOS_CS-2,CSE-17
22052140,DMDW_CS-11,HPC_CS-1,CSE-32
22052141,CI_CS-2,DOS_CS-6,CSE-51
22052142,DMDW_CS-27,DOS_CS-7,CSE-34
22052143,CI_CS-6,DOS_CS-13,CSE-34
22052144,CI_CS-7,HPC_CS-9,CSE-27
22052146,DMDW_CS-15,HPC_CS-17,CSE-44
22052147,DMDW_CS-36,DOS_CS-21,CSE-45
22052148,DMDW_CS-5,DOS_CS-14,CSE-49
22052149,DMDW_CS-10,HPC_CS-5,CSE-48
2205215,DMDW_CS-18,DOS_CS-30,CSE-09
22052150,DMDW_CS-22,DOS_CS-22,CSE-10
22052151,DMDW_CS-30,DOS_CS-13,CSE-13
22052152,DMDW_CS-22,DOS_CS-10,CSE-16
22052153,DMDW_CS-24,DOS_CS-4,CSE-15
22052154,DMDW_CS-37,HPC_CS-10,CSE-46
22052155,DMDW_CS-5,DOS_CS-9,CSE-45
22052156,CI_CS-2,HPC_CS-1,CSE-53
22052157,CI_CS-14,DOS_CS-15,CSE-04
22052158,CI_CS-3,HPC_CS-2,CSE-20
22052159,DMDW_CS-28,HPC_CS-1,CSE-49
2205216,CD_CS-4,HPC_CS-9,CSE-24
22052160,DMDW_CS-34,HPC_CS-1,CSE-53
22052161,CI_CS-9,DOS_CS-2,CSE-12
22052162,DMDW_CS-36,DOS_CS-21,CSE-45
22052163,DMDW_CS-9,DOS_CS-10,CSE-20
22052164,DMDW_CS-9,HPC_CS-2,CSE-20
22052165,DMDW_CS-6,DOS_CS-3,CSE-10
22052166,DMDW_CS-34,HPC_CS-1,CSE-53
22052167,DMDW_CS-10,DOS_CS-14,CSE-13
22052168,DMDW_CS-15,HPC_CS-17,CSE-44
22052169,CI_CS-7,DOS_CS-27,CSE-44
2205217,CI_CS-2,HPC_CS-5,CSE-17
22052171,DMDW_CS-22,DOS_CS-9,CSE-49
22052172,DMDW_CS-5,DOS_CS-6,CSE-49
22052173,CI_CS-7,DOS_CS-6,CSE-23
22052174,DMDW_CS-10,DOS_CS-6,CSE-51
22052175,CI_CS-3,DOS_CS-13,CSE-12
22052176,DMDW_CS-12,HPC_CS-7,CSE-22
22052177,DMDW_CS-5,HPC_CS-19,CSE-21
22052178,DMDW_CS-9,DOS_CS-32,CSE-37
22052179,DMDW_CS-34,DOS_CS-28,CSE-32
2205218,DMDW_CS-11,DOS_CS-8,CSE-21
22052180,CI_CS-3,DOS_CS-13,CSE-12
22052181,DMDW_CS-30,DOS_CS-9,CSE-39
22052182,DMDW_CS-33,DOS_CS-26,CSE-28
22052183,DMDW_CS-32,DOS_CS-32,CSE-32
22052184,DMDW_CS-1,DOS_CS-22,CSE-35
22052185,DMDW_CS-37,DOS_CS-28,CSE-42
22052187,DMDW_CS-35,DOS_CS-7,CSE-37
22052188,DMDW_CS-6,HPC_CS-2,CSE-36
22052189,DMDW_CS-28,DOS_CS-9,CSE-49
2205219,DMDW_CS-4,DOS_CS-9,CSE-52
22052190,DMDW_CS-1,DOS_CS-22,CSE-35
22052191,DMDW_CS-1,DOS_CS-14,CSE-35
22052192,DMDW_CS-1,DOS_CS-22,CSE-35
22052193,DMDW_CS-6,DOS_CS-3,CSE-10
22052194,CI_CS-9,DOS_CS-30,CSE-44
22052195,DMDW_CS-26,DOS_CS-6,CSE-53
22052196,DMDW_CS-3,DOS_CS-2,CSE-22
22052197,DMDW_CS-26,DOS_CS-13,CSE-22
22052198,DMDW_CS-1,DOS_CS-3,CSE-16
22052199,DMDW_CS-6,HPC_CS-15,CSE-17
2205220,DMDW_CS-9,HPC_CS-4,CSE-21
22052200,CI_CS-1,DOS_CS-10,CSE-50
22052201,DMDW_CS-31,DOS_CS-6,CSE-21
22052202,CI_CS-4,HPC_CS-16,CSE-39
22052203,DMDW_CS-37,DOS_CS-14,CSE-24
22052204,CI_CS-9,DOS_CS-9,CSE-40
22052205,DMDW_CS-27,HPC_CS-13,CSE-14
22052206,DMDW_CS-1,DOS_CS-28,CSE-36
22052207,DMDW_CS-26,DOS_CS-6,CSE-48
22052208,DMDW_CS-6,DOS_CS-18,CSE-54
22052209,DMDW_CS-2,DOS_CS-9,CSE-35
2205221,CI_CS-14,HPC_CS-3,CSE-08
22052210,DMDW_CS-2,DOS_CS-9,CSE-35
22052211,DMDW_CS-5,DOS_CS-26,CSE-10
22052213,DMDW_CS-31,DOS_CS-6,CSE-16
22052214,DMDW_CS-22,DOS_CS-4,CSE-37
22052215,CD_CS-4,HPC_CS-9,CSE-10
22052216,DMDW_CS-5,DOS_CS-6,CSE-16
22052217,DMDW_CS-1,DOS_CS-5,CSE-36
22052218,DMDW_CS-18,DOS_CS-5,CSE-06
22052219,DMDW_CS-26,DOS_CS-33,CSE-41
2205222,DMDW_CS-18,DOS_CS-8,CSE-12
22052220,DMDW_CS-26,DOS_CS-3,CSE-41
22052221,DMDW_CS-25,DOS_CS-9,CSE-09
22052222,DMDW_CS-35,DOS_CS-7,CSE-41
22052223,CD_CS-3,HPC_CS-3,CSE-40
22052224,DMDW_CS-11,DOS_CS-19,CSE-41
22052225,DMDW_CS-26,HPC_CS-4,CSE-17
22052226,DMDW_CS-25,DOS_CS-19,CSE-40
22052227,DMDW_CS-23,DOS_CS-26,CSE-55
22052228,DMDW_CS-3,HPC_CS-14,CSE-38
22052229,DMDW_CS-35,DOS_CS-5,CSE-26
2205223,CI_CS-11,DOS_CS-4,CSE-29
22052230,DMDW_CS-26,HPC_CS-4,CSE-17
22052231,DMDW_CS-12,HPC_CS-3,CSE-14
22052232,DMDW_CS-23,DOS_CS-26,CSE-55
22052233,DMDW_CS-21,HPC_CS-10,CSE-10
22052234,CD_CS-3,HPC_CS-3,CSE-40
22052235,DMDW_CS-3,DOS_CS-10,CSE-26
22052236,CI_CS-9,HPC_CS-1,CSE-27
22052237,DMDW_CS-6,HPC_CS-12,CSE-10
22052238,CI_CS-3,DOS_CS-13,CSE-12
22052239,DMDW_CS-1,HPC_CS-7,CSE-08
2205224,CI_CS-11,HPC_CS-7,CSE-11
22052240,DMDW_CS-2,DOS_CS-19,CSE-10
22052241,DMDW_CS-36,HPC_CS-15,CSE-29
22052242,DMDW_CS-2,DOS_CS-31,CSE-41
22052243,CI_CS-2,HPC_CS-4,CSE-17
22052244,DMDW_CS-6,HPC_CS-12,CSE-48
22052245,DMDW_CS-5,HPC_CS-4,CSE-17
22052246,DMDW_CS-3,HPC_CS-15,CSE-29
22052247,DMDW_CS-15,DOS_CS-31,CSE-01
22052248,CI_CS-3,HPC_CS-7,CSE-05
22052249,CI_CS-4,HPC_CS-16,CSE-38
2205225,DMDW_CS-9,HPC_CS-4,CSE-32
22052250,DMDW_CS-32,HPC_CS-2,CSE-39
22052251,DMDW_CS-15,DOS_CS-9,CSE-45
22052252,CI_CS-7,DOS_CS-9,CSE-40
22052253,DMDW_CS-26,DOS_CS-6,CSE-48
22052254,DMDW_CS-3,DOS_CS-9,CSE-54
22052255,DMDW_CS-6,HPC_CS-11,CSE-36
22052256,CI_CS-14,HPC_CS-4,CSE-26
22052257,DMDW_CS-7,DOS_CS-13,CSE-12
22052258,CI_CS-9,DOS_CS-1,CSE-53
22052259,DMDW_CS-18,DOS_CS-9,CSE-45
2205226,DMDW_CS-10,DOS_CS-2,CSE-32
22052260,CD_CS-3,DOS_CS-28,CSE-36
22052261,DMDW_CS-34,DOS_CS-7,CSE-14
22052262,CI_CS-8,DOS_CS-15,CSE-07
22052263,DMDW_CS-26,HPC_CS-19,CSE-13
22052264,DMDW_CS-5,DOS_CS-24,CSE-15
22052265,DMDW_CS-22,DOS_CS-10,CSE-13
22052266,DMDW_CS-4,DOS_CS-27,CSE-54
22052267,CD_CS-1,DOS_CS-5,CSE-44
22052268,DMDW_CS-5,DOS_CS-24,CSE-43
22052269,DMDW_CS-18,HPC_CS-15,CSE-33
2205227,CI_CS-14,HPC_CS-9,CSE-02
22052270,DMDW_CS-34,HPC_CS-16,CSE-37
22052271,DMDW_CS-5,DOS_CS-24,CSE-43
22052272,CI_CS-5,HPC_CS-6,CSE-26
22052273,CI_CS-2,HPC_CS-21,CSE-16
22052274,DMDW_CS-23,DOS_CS-20,CSE-32
22052275,CI_CS-11,HPC_CS-10,CSE-32
22052276,CI_CS-10,DOS_CS-11,CSE-43
22052277,DMDW_CS-22,DOS_CS-16,CSE-30
22052278,CI_CS-14,DOS_CS-25,CSE-04
22052279,DMDW_CS-31,HPC_CS-8,CSE-43
2205228,DMDW_CS-6,HPC_CS-1,CSE-17
22052280,DMDW_CS-19,DOS_CS-29,CSE-33
22052281,CD_CS-2,DOS_CS-26,
22052282,DMDW_CS-16,DOS_CS-20,CSE-24
22052283,DMDW_CS-4,DOS_CS-27,CSE-54
22052284,DMDW_CS-18,HPC_CS-15,CSE-44
22052285,DMDW_CS-29,DOS_CS-17,CSE-44
22052286,DMDW_CS-30,HPC_CS-12,CSE-06
22052287,DMDW_CS-37,HPC_CS-8,CSE-38
22052288,DMDW_CS-26,HPC_CS-5,CSE-51
22052289,DMDW_CS-2,DOS_CS-19,CSE-09
2205229,DMDW_CS-4,DOS_CS-32,CSE-52
22052291,CI_CS-1,DOS_CS-23,CSE-12
22052292,CD_CS-2,HPC_CS-21,CSE-51
22052294,DMDW_CS-11,DOS_CS-16,CSE-51
