Roll No.,Professional Elective 1,Professional Elective 2,Core Section
22053227,DMDW_CS-29,DOS_CS-25,CSE-31
22053228,DMDW_CS-16,DOS_CS-20,CSE-24
22053229,DMDW_CS-27,DOS_CS-33,CSE-38
2205323,DMDW_CS-22,DOS_CS-21,CSE-31
22053230,CI_CS-11,HPC_CS-12,CSE-11
22053231,DMDW_CS-31,HPC_CS-17,CSE-45
22053232,DMDW_CS-29,DOS_CS-25,CSE-42
22053233,DMDW_CS-31,DOS_CS-25,CSE-10
22053234,DMDW_CS-26,HPC_CS-17,CSE-55
22053235,DMDW_CS-31,DOS_CS-25,CSE-20
22053236,DMDW_CS-38,HPC_CS-13,CSE-08
22053237,CI_CS-1,HPC_CS-5,CSE-26
22053238,DMDW_CS-31,DOS_CS-16,CSE-41
22053239,DMDW_CS-24,DOS_CS-29,CSE-21
2205324,DMDW_CS-6,DOS_CS-21,CSE-31
22053240,DMDW_CS-1,HPC_CS-7,CSE-46
22053241,DMDW_CS-27,DOS_CS-33,CSE-36
22053242,DMDW_CS-13,DOS_CS-17,CSE-31
22053243,DMDW_CS-23,DOS_CS-1,CSE-16
22053244,DMDW_CS-1,DOS_CS-17,CSE-46
22053245,CD_CS-4,HPC_CS-18,CSE-45
22053246,DMDW_CS-31,DOS_CS-25,CSE-10
22053247,CI_CS-5,DOS_CS-17,CSE-39
22053248,DMDW_CS-7,DOS_CS-35,CSE-41
22053249,DMDW_CS-29,HPC_CS-16,CSE-52
2205325,DMDW_CS-2,HPC_CS-2,CSE-11
22053250,CI_CS-5,DOS_CS-17,CSE-39
22053251,DMDW_CS-22,HPC_CS-18,CSE-09
22053252,DMDW_CS-23,HPC_CS-7,CSE-30
22053253,DMDW_CS-1,DOS_CS-34,CSE-46
22053254,DMDW_CS-32,DOS_CS-30,CSE-52
22053255,DMDW_CS-29,DOS_CS-25,CSE-01
22053256,DMDW_CS-26,DOS_CS-12,CSE-51
22053257,CI_CS-3,HPC_CS-9,CSE-25
22053258,DMDW_CS-29,DOS_CS-27,CSE-33
22053259,DMDW_CS-17,DOS_CS-34,CSE-20
2205326,CI_CS-13,HPC_CS-21,CSE-51
22053260,DMDW_CS-29,DOS_CS-32,CSE-52
22053261,DMDW_CS-22,HPC_CS-18,CSE-09
22053262,DMDW_CS-14,DOS_CS-17,CSE-54
22053263,DMDW_CS-28,HPC_CS-8,CSE-52
22053264,DMDW_CS-18,HPC_CS-15,CSE-33
22053265,CI_CS-9,HPC_CS-14,CSE-03
22053266,DMDW_CS-33,DOS_CS-29,CSE-23
22053267,DMDW_CS-30,DOS_CS-10,CSE-52
22053269,DMDW_CS-38,DOS_CS-24,CSE-24
2205327,DMDW_CS-37,HPC_CS-10,CSE-09
22053270,CI_CS-4,HPC_CS-5,CSE-21
22053271,DMDW_CS-33,DOS_CS-29,CSE-23
22053272,CI_CS-7,HPC_CS-15,CSE-46
22053273,CI_CS-8,DOS_CS-30,CSE-46
22053274,CI_CS-8,DOS_CS-19,CSE-34
22053275,CI_CS-10,DOS_CS-35,CSE-51
22053276,CI_CS-2,HPC_CS-20,CSE-47
22053277,CI_CS-9,DOS_CS-30,CSE-44
22053278,CI_CS-9,HPC_CS-10,CSE-01
22053279,CI_CS-8,HPC_CS-16,CSE-14
2205328,DMDW_CS-37,DOS_CS-1,CSE-44
22053280,DMDW_CS-22,HPC_CS-18,CSE-09
22053281,CI_CS-9,HPC_CS-9,CSE-02
22053282,CI_CS-13,HPC_CS-5,CSE-16
22053283,CI_CS-14,HPC_CS-10,CSE-50
22053284,DMDW_CS-27,DOS_CS-34,CSE-53
22053285,DMDW_CS-32,HPC_CS-8,CSE-09
22053286,DMDW_CS-30,DOS_CS-19,CSE-20
22053287,DMDW_CS-30,DOS_CS-12,CSE-20
22053288,DMDW_CS-33,HPC_CS-5,CSE-21
22053289,DMDW_CS-34,DOS_CS-23,CSE-15
22053291,DMDW_CS-31,HPC_CS-13,CSE-02
22053292,CI_CS-9,DOS_CS-16,CSE-50
22053293,DMDW_CS-27,DOS_CS-34,CSE-53
22053294,CI_CS-9,DOS_CS-32,CSE-33
22053295,CI_CS-5,HPC_CS-6,CSE-55
22053296,DMDW_CS-31,DOS_CS-25,CSE-20
22053297,DMDW_CS-14,DOS_CS-17,CSE-09
22053298,CD_CS-2,HPC_CS-5,CSE-14
22053299,CI_CS-12,HPC_CS-7,CSE-30
2205330,DMDW_CS-6,DOS_CS-2,CSE-52
22053300,CI_CS-2,DOS_CS-20,CSE-02
22053301,CI_CS-7,HPC_CS-15,CSE-46
22053302,DMDW_CS-19,DOS_CS-32,CSE-54
22053303,CI_CS-9,DOS_CS-33,CSE-36
22053304,DMDW_CS-20,DOS_CS-34,CSE-37
22053305,DMDW_CS-31,HPC_CS-5,CSE-19
22053306,CI_CS-9,DOS_CS-24,CSE-04
22053307,CI_CS-7,HPC_CS-15,CSE-54
22053308,DMDW_CS-14,DOS_CS-11,CSE-42
22053309,DMDW_CS-7,DOS_CS-20,CSE-15
2205331,DMDW_CS-37,DOS_CS-6,CSE-55
22053310,CI_CS-5,HPC_CS-6,CSE-08
22053311,DMDW_CS-38,DOS_CS-24,CSE-15
22053312,DMDW_CS-26,DOS_CS-20,CSE-27
22053313,DMDW_CS-21,HPC_CS-11,CSE-54
22053314,CI_CS-1,DOS_CS-16,CSE-15
22053315,DMDW_CS-7,HPC_CS-17,CSE-14
22053316,CI_CS-6,DOS_CS-25,CSE-34
22053317,DMDW_CS-13,DOS_CS-34,CSE-23
22053318,CD_CS-3,DOS_CS-1,CSE-13
22053319,CD_CS-2,DOS_CS-24,CSE-15
2205332,CI_CS-8,DOS_CS-3,CSE-21
22053320,DMDW_CS-16,HPC_CS-5,CSE-22
22053321,DMDW_CS-37,DOS_CS-32,CSE-54
22053322,DMDW_CS-14,HPC_CS-12,CSE-21
22053323,DMDW_CS-29,HPC_CS-15,CSE-09
22053324,DMDW_CS-36,DOS_CS-12,CSE-34
22053325,DMDW_CS-1,DOS_CS-10,CSE-12
22053326,CI_CS-4,DOS_CS-1,CSE-35
22053327,DMDW_CS-31,HPC_CS-18,CSE-14
22053328,CI_CS-2,HPC_CS-10,CSE-10
22053329,CI_CS-13,HPC_CS-21,CSE-16
2205333,CI_CS-9,DOS_CS-27,CSE-09
22053330,CI_CS-14,DOS_CS-32,CSE-40
22053331,DMDW_CS-23,HPC_CS-6,CSE-55
22053332,DMDW_CS-35,HPC_CS-17,CSE-16
22053333,DMDW_CS-31,HPC_CS-6,CSE-21
22053334,DMDW_CS-35,DOS_CS-28,CSE-35
22053335,CD_CS-4,DOS_CS-24,CSE-25
22053336,CI_CS-4,HPC_CS-6,CSE-22
22053337,DMDW_CS-21,HPC_CS-5,CSE-10
22053338,DMDW_CS-35,HPC_CS-18,CSE-25
22053339,CI_CS-14,HPC_CS-14,CSE-29
2205334,CI_CS-14,HPC_CS-7,CSE-04
22053340,DMDW_CS-38,DOS_CS-24,CSE-16
22053341,CI_CS-14,HPC_CS-10,CSE-29
22053342,CI_CS-9,DOS_CS-32,CSE-54
22053343,DMDW_CS-14,HPC_CS-19,CSE-54
22053344,CI_CS-12,HPC_CS-12,CSE-02
22053345,DMDW_CS-1,DOS_CS-35,CSE-05
22053346,DMDW_CS-16,HPC_CS-12,CSE-21
22053347,DMDW_CS-27,HPC_CS-19,CSE-55
22053348,DMDW_CS-26,HPC_CS-20,CSE-22
22053349,DMDW_CS-23,DOS_CS-29,CSE-21
2205335,DMDW_CS-6,DOS_CS-21,CSE-31
22053350,DMDW_CS-22,DOS_CS-32,CSE-10
22053351,DMDW_CS-20,DOS_CS-33,CSE-55
22053352,DMDW_CS-29,DOS_CS-29,CSE-13
22053353,DMDW_CS-15,HPC_CS-10,CSE-40
22053354,DMDW_CS-23,HPC_CS-16,CSE-14
22053355,DMDW_CS-20,HPC_CS-18,CSE-21
22053356,DMDW_CS-14,DOS_CS-21,CSE-55
22053357,CI_CS-7,HPC_CS-15,CSE-54
22053358,DMDW_CS-38,HPC_CS-20,CSE-47
22053359,DMDW_CS-38,HPC_CS-13,CSE-47
2205336,CI_CS-6,DOS_CS-15,CSE-43
22053360,DMDW_CS-27,DOS_CS-28,CSE-08
22053361,CI_CS-7,HPC_CS-20,CSE-48
22053362,DMDW_CS-16,HPC_CS-12,CSE-20
22053363,DMDW_CS-37,DOS_CS-16,CSE-49
22053364,DMDW_CS-25,DOS_CS-19,CSE-53
22053365,DMDW_CS-32,DOS_CS-34,CSE-34
22053366,DMDW_CS-16,HPC_CS-16,CSE-13
22053367,DMDW_CS-19,HPC_CS-20,CSE-17
22053368,DMDW_CS-27,DOS_CS-33,CSE-12
22053369,DMDW_CS-21,HPC_CS-9,CSE-39
2205337,DMDW_CS-37,HPC_CS-5,CSE-52
22053370,DMDW_CS-16,HPC_CS-5,CSE-47
22053372,DMDW_CS-14,HPC_CS-15,CSE-54
22053373,DMDW_CS-27,DOS_CS-23,CSE-05
22053374,DMDW_CS-14,HPC_CS-15,CSE-54
22053375,DMDW_CS-36,HPC_CS-10,CSE-53
22053376,DMDW_CS-38,HPC_CS-10,CSE-53
22053377,DMDW_CS-36,DOS_CS-33,CSE-28
22053378,CD_CS-4,DOS_CS-33,CSE-53
22053379,CI_CS-3,HPC_CS-18,CSE-25
2205338,CI_CS-14,HPC_CS-2,CSE-03
22053380,CI_CS-3,HPC_CS-10,CSE-53
22053381,DMDW_CS-34,HPC_CS-18,CSE-47
22053382,DMDW_CS-36,DOS_CS-33,CSE-28
22053383,DMDW_CS-36,DOS_CS-33,CSE-28
22053384,CI_CS-10,HPC_CS-10,CSE-53
22053386,CI_CS-9,HPC_CS-11,CSE-53
22053387,DMDW_CS-14,HPC_CS-12,CSE-20
22053388,DMDW_CS-23,DOS_CS-21,CSE-55
22053389,CI_CS-13,HPC_CS-21,
2205339,CD_CS-1,HPC_CS-12,CSE-41
22053390,DMDW_CS-14,HPC_CS-21,
22053391,DMDW_CS-35,HPC_CS-9,CSE-37
22053392,DMDW_CS-19,HPC_CS-12,CSE-06
22053395,DMDW_CS-19,HPC_CS-15,CSE-06
22053396,DMDW_CS-26,DOS_CS-33,CSE-32
22053398,DMDW_CS-21,DOS_CS-33,CSE-41
22053399,DMDW_CS-19,DOS_CS-11,CSE-06
2205340,DMDW_CS-2,HPC_CS-15,CSE-33
22053400,DMDW_CS-13,DOS_CS-33,CSE-41
22053401,DMDW_CS-15,DOS_CS-12,CSE-18
22053402,DMDW_CS-16,DOS_CS-11,CSE-34
22053403,CI_CS-6,HPC_CS-15,CSE-04
22053404,DMDW_CS-14,HPC_CS-17,CSE-48
22053405,CI_CS-11,DOS_CS-11,CSE-42
22053406,DMDW_CS-31,DOS_CS-33,CSE-41
22053407,DMDW_CS-20,HPC_CS-6,CSE-44
22053408,DMDW_CS-24,HPC_CS-5,CSE-11
22053409,DMDW_CS-19,HPC_CS-12,CSE-06
2205341,DMDW_CS-18,DOS_CS-8,CSE-48
22053410,DMDW_CS-14,HPC_CS-9,CSE-11
22053411,DMDW_CS-21,HPC_CS-10,CSE-11
22053412,CI_CS-7,DOS_CS-34,CSE-39
22053413,DMDW_CS-18,DOS_CS-34,CSE-07
22053414,DMDW_CS-1,HPC_CS-14,CSE-10
22053415,DMDW_CS-14,HPC_CS-9,CSE-11
22053416,DMDW_CS-21,DOS_CS-33,CSE-41
22053417,DMDW_CS-31,DOS_CS-33,CSE-41
22053418,DMDW_CS-21,HPC_CS-9,CSE-11
22053419,DMDW_CS-1,HPC_CS-19,CSE-03
2205342,CI_CS-11,HPC_CS-4,CSE-09
22053420,DMDW_CS-20,HPC_CS-6,CSE-44
22053422,DMDW_CS-35,DOS_CS-12,CSE-50
22053423,DMDW_CS-14,HPC_CS-18,CSE-44
22053424,CI_CS-1,HPC_CS-5,CSE-31
22053425,CI_CS-13,HPC_CS-21,
22053426,DMDW_CS-30,HPC_CS-7,CSE-55
22053427,CI_CS-7,DOS_CS-19,CSE-39
22053428,DMDW_CS-34,DOS_CS-23,CSE-48
22053429,DMDW_CS-32,HPC_CS-12,CSE-31
2205343,DMDW_CS-22,HPC_CS-10,CSE-11
22053430,DMDW_CS-38,HPC_CS-20,CSE-17
22053431,CI_CS-3,HPC_CS-10,CSE-41
22053432,DMDW_CS-15,DOS_CS-21,CSE-49
22053433,DMDW_CS-32,DOS_CS-25,CSE-46
22053434,DMDW_CS-14,HPC_CS-9,CSE-11
22053435,DMDW_CS-30,HPC_CS-7,CSE-54
22053436,DMDW_CS-30,HPC_CS-7,CSE-54
22053437,DMDW_CS-34,DOS_CS-16,CSE-39
22053439,DMDW_CS-17,HPC_CS-13,CSE-46
2205344,DMDW_CS-3,DOS_CS-31,CSE-50
22053440,CI_CS-12,HPC_CS-12,CSE-49
22053441,DMDW_CS-19,HPC_CS-15,CSE-06
22053443,DMDW_CS-15,DOS_CS-12,CSE-18
22053444,DMDW_CS-7,DOS_CS-16,CSE-49
22053445,CI_CS-8,DOS_CS-35,CSE-34
22053447,DMDW_CS-16,HPC_CS-14,CSE-32
22053448,CI_CS-14,HPC_CS-9,CSE-18
22053449,DMDW_CS-34,DOS_CS-11,CSE-01
2205345,DMDW_CS-10,HPC_CS-3,CSE-48
22053450,CI_CS-4,HPC_CS-20,CSE-44
22053451,DMDW_CS-37,DOS_CS-11,CSE-53
22053452,DMDW_CS-36,DOS_CS-33,CSE-04
22053453,DMDW_CS-14,DOS_CS-17,CSE-18
22053454,DMDW_CS-13,DOS_CS-34,CSE-18
22053455,DMDW_CS-36,DOS_CS-20,CSE-42
22053456,DMDW_CS-19,HPC_CS-15,CSE-06
22053458,DMDW_CS-15,DOS_CS-1,CSE-49
22053459,DMDW_CS-29,DOS_CS-19,CSE-38
22053460,DMDW_CS-25,HPC_CS-13,CSE-27
22053461,DMDW_CS-7,DOS_CS-28,CSE-11
22053462,DMDW_CS-20,DOS_CS-31,CSE-06
22053463,DMDW_CS-13,HPC_CS-14,CSE-44
22053464,DMDW_CS-36,HPC_CS-12,CSE-02
22053465,CI_CS-8,HPC_CS-6,CSE-11
22053466,CI_CS-8,DOS_CS-28,CSE-11
22053467,DMDW_CS-7,HPC_CS-18,CSE-51
22053468,CI_CS-5,HPC_CS-15,CSE-44
22053469,DMDW_CS-17,HPC_CS-14,CSE-46
2205347,DMDW_CS-10,HPC_CS-3,CSE-48
22053470,DMDW_CS-14,HPC_CS-9,CSE-11
22053471,DMDW_CS-14,HPC_CS-9,CSE-11
22053472,DMDW_CS-16,DOS_CS-20,CSE-01
22053473,DMDW_CS-36,HPC_CS-18,CSE-53
22053474,CI_CS-13,DOS_CS-1,CSE-22
22053475,DMDW_CS-36,DOS_CS-23,CSE-54
22053476,DMDW_CS-14,DOS_CS-17,CSE-18
22053477,DMDW_CS-31,DOS_CS-33,CSE-41
22053478,DMDW_CS-14,HPC_CS-15,CSE-52
22053479,DMDW_CS-32,HPC_CS-12,CSE-31
2205348,CI_CS-11,DOS_CS-14,CSE-48
22053480,DMDW_CS-16,DOS_CS-11,CSE-45
22053481,DMDW_CS-18,DOS_CS-27,CSE-29
22053482,DMDW_CS-16,DOS_CS-31,CSE-10
22053483,DMDW_CS-28,DOS_CS-18,CSE-31
22053484,DMDW_CS-28,DOS_CS-18,CSE-31
22053485,CI_CS-1,DOS_CS-20,CSE-15
22053486,DMDW_CS-26,HPC_CS-13,CSE-16
22053487,DMDW_CS-32,DOS_CS-21,CSE-42
22053488,DMDW_CS-25,HPC_CS-18,CSE-46
22053489,CD_CS-3,HPC_CS-18,CSE-09
2205349,DMDW_CS-12,DOS_CS-4,CSE-25
22053490,DMDW_CS-31,DOS_CS-35,CSE-31
22053491,DMDW_CS-14,DOS_CS-34,CSE-30
22053493,DMDW_CS-28,DOS_CS-18,CSE-31
22053494,DMDW_CS-1,HPC_CS-12,CSE-04
22053495,DMDW_CS-28,DOS_CS-18,CSE-31
22053496,DMDW_CS-22,HPC_CS-16,CSE-30
22053497,DMDW_CS-38,HPC_CS-6,CSE-17
22053498,DMDW_CS-32,DOS_CS-21,CSE-06
22053499,DMDW_CS-18,DOS_CS-34,CSE-42
2205350,DMDW_CS-4,HPC_CS-1,CSE-54
22053500,DMDW_CS-32,DOS_CS-21,CSE-06
22053501,DMDW_CS-7,DOS_CS-21,CSE-20
22053502,DMDW_CS-15,DOS_CS-25,CSE-10
22053503,DMDW_CS-7,DOS_CS-12,CSE-48
22053504,DMDW_CS-13,DOS_CS-21,CSE-04
22053505,DMDW_CS-1,DOS_CS-25,CSE-10
22053507,DMDW_CS-28,HPC_CS-11,CSE-12
22053508,DMDW_CS-38,DOS_CS-11,CSE-35
22053510,DMDW_CS-7,DOS_CS-21,CSE-20
22053511,DMDW_CS-21,DOS_CS-1,CSE-47
22053512,DMDW_CS-15,DOS_CS-21,CSE-04
22053513,DMDW_CS-15,DOS_CS-21,CSE-04
22053514,DMDW_CS-37,DOS_CS-32,CSE-43
22053515,DMDW_CS-38,DOS_CS-35,CSE-29
22053516,CI_CS-3,DOS_CS-19,CSE-44
22053517,DMDW_CS-36,DOS_CS-20,CSE-07
22053519,CI_CS-10,DOS_CS-35,CSE-11
2205352,DMDW_CS-37,HPC_CS-13,CSE-01
22053520,DMDW_CS-18,DOS_CS-21,CSE-06
22053522,DMDW_CS-32,DOS_CS-21,CSE-06
22053523,DMDW_CS-35,DOS_CS-12,CSE-02
22053526,DMDW_CS-38,DOS_CS-11,CSE-17
22053527,DMDW_CS-33,DOS_CS-20,CSE-45
22053528,DMDW_CS-1,HPC_CS-5,CSE-08
22053529,DMDW_CS-15,DOS_CS-12,CSE-20
2205353,CI_CS-9,HPC_CS-7,CSE-46
22053530,DMDW_CS-36,DOS_CS-20,CSE-07
22053531,CI_CS-13,DOS_CS-24,CSE-51
22053532,CI_CS-7,HPC_CS-17,CSE-39
22053533,DMDW_CS-7,HPC_CS-8,CSE-31
22053534,DMDW_CS-18,DOS_CS-34,CSE-42
22053535,DMDW_CS-21,DOS_CS-21,CSE-08
22053536,CI_CS-7,DOS_CS-17,CSE-04
22053538,DMDW_CS-36,DOS_CS-20,CSE-07
22053539,DMDW_CS-22,HPC_CS-17,CSE-30
2205354,DMDW_CS-12,DOS_CS-30,CSE-22
22053540,DMDW_CS-21,DOS_CS-21,CSE-29
22053541,DMDW_CS-35,DOS_CS-29,CSE-38
22053542,DMDW_CS-16,DOS_CS-16,CSE-29
22053543,DMDW_CS-13,DOS_CS-30,CSE-54
22053545,DMDW_CS-26,DOS_CS-21,CSE-42
22053546,DMDW_CS-7,HPC_CS-8,CSE-31
22053547,DMDW_CS-17,HPC_CS-18,CSE-03
22053548,DMDW_CS-36,DOS_CS-12,CSE-53
22053549,DMDW_CS-20,DOS_CS-11,CSE-47
2205355,CI_CS-3,DOS_CS-9,CSE-33
22053550,DMDW_CS-22,HPC_CS-16,CSE-30
22053553,DMDW_CS-19,DOS_CS-33,CSE-09
22053554,DMDW_CS-18,DOS_CS-27,CSE-29
22053555,DMDW_CS-28,DOS_CS-21,CSE-45
22053556,DMDW_CS-35,DOS_CS-29,CSE-38
22053558,DMDW_CS-13,DOS_CS-34,CSE-53
2205356,DMDW_CS-3,DOS_CS-22,CSE-35
22053560,DMDW_CS-23,DOS_CS-21,CSE-04
22053561,CD_CS-3,HPC_CS-13,CSE-06
22053562,CI_CS-12,DOS_CS-34,CSE-53
22053563,DMDW_CS-17,DOS_CS-30,CSE-18
22053564,DMDW_CS-32,HPC_CS-8,CSE-30
22053565,DMDW_CS-28,HPC_CS-9,CSE-12
22053566,CI_CS-6,HPC_CS-20,CSE-38
22053567,DMDW_CS-18,DOS_CS-18,CSE-35
22053568,DMDW_CS-15,DOS_CS-18,CSE-35
22053569,DMDW_CS-17,DOS_CS-17,CSE-34
2205357,DMDW_CS-24,DOS_CS-7,CSE-53
22053570,CI_CS-3,HPC_CS-11,CSE-29
22053571,DMDW_CS-19,DOS_CS-29,CSE-53
22053572,DMDW_CS-36,DOS_CS-25,CSE-25
22053573,DMDW_CS-13,DOS_CS-27,CSE-45
22053574,CD_CS-4,DOS_CS-11,CSE-16
22053575,DMDW_CS-17,HPC_CS-18,CSE-52
22053577,DMDW_CS-38,DOS_CS-29,CSE-01
22053578,DMDW_CS-14,HPC_CS-11,CSE-20
22053579,DMDW_CS-13,DOS_CS-34,CSE-45
2205358,DMDW_CS-35,DOS_CS-9,CSE-23
22053580,DMDW_CS-13,DOS_CS-30,CSE-50
22053581,DMDW_CS-7,HPC_CS-8,CSE-36
22053582,DMDW_CS-13,DOS_CS-30,CSE-50
22053583,CI_CS-3,HPC_CS-6,CSE-03
22053584,DMDW_CS-21,DOS_CS-28,CSE-32
22053585,DMDW_CS-15,DOS_CS-17,CSE-32
22053586,CI_CS-8,HPC_CS-16,CSE-24
22053587,DMDW_CS-29,DOS_CS-20,CSE-50
22053588,DMDW_CS-23,DOS_CS-20,CSE-50
22053589,DMDW_CS-1,HPC_CS-14,CSE-25
22053590,DMDW_CS-14,HPC_CS-11,CSE-45
22053591,DMDW_CS-19,DOS_CS-28,CSE-35
22053592,DMDW_CS-31,HPC_CS-19,CSE-47
22053593,DMDW_CS-15,DOS_CS-17,CSE-32
22053594,DMDW_CS-20,HPC_CS-20,CSE-32
22053595,DMDW_CS-1,DOS_CS-17,CSE-10
22053596,DMDW_CS-20,HPC_CS-20,CSE-46
22053597,DMDW_CS-32,DOS_CS-1,CSE-40
22053598,DMDW_CS-23,HPC_CS-20,CSE-38
22053599,DMDW_CS-14,DOS_CS-34,CSE-44
2205360,DMDW_CS-6,DOS_CS-18,CSE-52
22053600,DMDW_CS-28,HPC_CS-11,CSE-12
22053601,DMDW_CS-20,DOS_CS-12,CSE-32
22053602,DMDW_CS-32,DOS_CS-1,CSE-40
22053603,DMDW_CS-26,DOS_CS-25,CSE-32
22053604,DMDW_CS-28,DOS_CS-27,CSE-01
22053605,DMDW_CS-19,DOS_CS-19,CSE-53
22053606,DMDW_CS-7,HPC_CS-13,CSE-36
22053607,CI_CS-3,HPC_CS-6,CSE-03
22053608,DMDW_CS-32,DOS_CS-31,CSE-40
22053609,DMDW_CS-14,HPC_CS-11,CSE-54
2205361,DMDW_CS-11,HPC_CS-6,CSE-02
22053610,DMDW_CS-29,DOS_CS-28,CSE-42
22053611,DMDW_CS-20,DOS_CS-12,CSE-46
22053612,DMDW_CS-30,HPC_CS-11,CSE-12
22053613,DMDW_CS-35,HPC_CS-13,CSE-01
22053614,DMDW_CS-29,DOS_CS-29,CSE-01
22053615,DMDW_CS-15,DOS_CS-17,CSE-32
22053616,DMDW_CS-15,HPC_CS-13,CSE-31
22053617,DMDW_CS-24,DOS_CS-20,CSE-13
22053618,DMDW_CS-14,HPC_CS-11,CSE-45
22053619,DMDW_CS-7,DOS_CS-31,CSE-02
2205362,DMDW_CS-8,DOS_CS-6,CSE-38
22053620,DMDW_CS-26,DOS_CS-24,CSE-55
22053621,DMDW_CS-18,DOS_CS-34,CSE-29
22053622,CI_CS-8,DOS_CS-23,CSE-35
22053623,DMDW_CS-1,HPC_CS-14,CSE-25
22053624,DMDW_CS-22,HPC_CS-11,CSE-03
22053625,DMDW_CS-38,DOS_CS-35,CSE-29
22053626,DMDW_CS-1,DOS_CS-17,CSE-10
22053627,CI_CS-7,DOS_CS-29,CSE-27
22053628,DMDW_CS-36,DOS_CS-25,CSE-25
22053629,DMDW_CS-16,DOS_CS-25,CSE-25
2205363,DMDW_CS-11,HPC_CS-13,CSE-55
22053630,DMDW_CS-30,DOS_CS-35,CSE-33
22053631,DMDW_CS-14,HPC_CS-11,CSE-45
22053632,DMDW_CS-1,DOS_CS-27,CSE-25
22053633,DMDW_CS-25,HPC_CS-15,CSE-46
22053634,DMDW_CS-17,DOS_CS-17,CSE-46
22053635,DMDW_CS-1,HPC_CS-14,CSE-10
22053636,CD_CS-2,DOS_CS-24,CSE-16
22053637,DMDW_CS-14,DOS_CS-31,CSE-02
22053638,CD_CS-4,DOS_CS-19,CSE-39
22053639,DMDW_CS-15,DOS_CS-17,CSE-32
2205364,DMDW_CS-3,DOS_CS-9,CSE-06
22053640,DMDW_CS-18,DOS_CS-34,CSE-29
22053641,DMDW_CS-17,HPC_CS-13,CSE-46
22053642,DMDW_CS-26,DOS_CS-25,CSE-32
22053643,DMDW_CS-34,DOS_CS-11,CSE-02
22053644,DMDW_CS-36,DOS_CS-28,CSE-32
22053645,DMDW_CS-38,DOS_CS-20,CSE-26
22053646,DMDW_CS-13,DOS_CS-18,CSE-40
22053648,DMDW_CS-29,DOS_CS-29,CSE-42
22053649,DMDW_CS-15,DOS_CS-18,CSE-35
2205365,CI_CS-6,HPC_CS-7,CSE-13
22053650,DMDW_CS-1,DOS_CS-10,CSE-34
22053651,DMDW_CS-7,HPC_CS-19,CSE-12
22053652,CI_CS-7,DOS_CS-17,CSE-04
22053653,DMDW_CS-21,DOS_CS-12,CSE-46
22053654,DMDW_CS-8,DOS_CS-10,CSE-43
22053655,CD_CS-2,HPC_CS-18,CSE-20
22053656,DMDW_CS-28,DOS_CS-30,CSE-09
22053657,CI_CS-3,DOS_CS-35,CSE-03
22053658,CI_CS-2,HPC_CS-18,CSE-50
22053659,CI_CS-8,DOS_CS-23,CSE-12
2205366,DMDW_CS-4,DOS_CS-7,CSE-07
22053660,CI_CS-9,HPC_CS-9,CSE-11
22053661,CI_CS-8,DOS_CS-29,CSE-08
22053662,DMDW_CS-17,DOS_CS-35,CSE-07
22053663,CI_CS-7,DOS_CS-17,CSE-25
22053664,DMDW_CS-14,DOS_CS-28,CSE-12
22053665,CI_CS-7,DOS_CS-25,CSE-41
22053666,CI_CS-2,HPC_CS-20,CSE-24
22053667,DMDW_CS-7,HPC_CS-17,CSE-43
22053668,CD_CS-1,HPC_CS-11,CSE-40
22053669,DMDW_CS-14,HPC_CS-18,CSE-18
2205367,CI_CS-5,DOS_CS-9,CSE-01
22053670,DMDW_CS-38,DOS_CS-16,CSE-44
22053671,DMDW_CS-14,HPC_CS-18,CSE-18
22053672,DMDW_CS-23,DOS_CS-35,CSE-03
22053673,DMDW_CS-29,DOS_CS-11,CSE-06
22053674,CD_CS-3,HPC_CS-8,CSE-20
22053675,DMDW_CS-29,DOS_CS-1,CSE-04
22053676,DMDW_CS-29,DOS_CS-17,CSE-25
22053677,DMDW_CS-13,DOS_CS-27,CSE-29
22053678,DMDW_CS-38,HPC_CS-5,CSE-17
22053679,CI_CS-12,DOS_CS-17,CSE-25
2205368,DMDW_CS-10,DOS_CS-13,CSE-37
22053680,DMDW_CS-29,DOS_CS-11,CSE-37
22053681,DMDW_CS-14,HPC_CS-18,CSE-44
22053682,CI_CS-3,HPC_CS-8,CSE-05
22053683,CI_CS-7,DOS_CS-35,CSE-27
22053684,DMDW_CS-29,DOS_CS-11,CSE-37
22053685,DMDW_CS-35,HPC_CS-18,CSE-54
22053686,CI_CS-13,DOS_CS-26,CSE-54
22053687,DMDW_CS-34,HPC_CS-12,CSE-23
22053688,CD_CS-3,HPC_CS-17,CSE-20
22053690,DMDW_CS-13,DOS_CS-27,CSE-54
22053691,CI_CS-5,DOS_CS-30,CSE-54
22053692,CI_CS-12,DOS_CS-31,CSE-34
22053693,DMDW_CS-26,DOS_CS-20,CSE-16
22053694,CI_CS-11,HPC_CS-8,CSE-35
22053696,CI_CS-13,DOS_CS-20,CSE-20
22053697,DMDW_CS-38,HPC_CS-6,CSE-06
22053698,DMDW_CS-33,HPC_CS-21,CSE-26
22053699,DMDW_CS-16,DOS_CS-26,CSE-15
2205370,CI_CS-8,DOS_CS-3,CSE-49
22053700,DMDW_CS-38,DOS_CS-28,CSE-50
22053701,CD_CS-3,HPC_CS-11,CSE-20
22053702,CD_CS-1,DOS_CS-34,CSE-30
